,movie_name,year,num_characters,num_connections,num_connected_components,num_main_characters,max_degree_node_value,max_degree_node,network_strength,max_weight_edge_value,max_weight_edge_source,max_weight_edge_target
4503,A Dog's Breakfast,2007,4,6,1,4,3,Ryan / Colt / Detective Morse,165,67,Ryan / Colt / Detective Morse,Patrick
4504,Christ Stopped at Eboli,1979,5,5,1,2,3,Carlo Levi,28,8,Carlo Levi,Don Luigi Magalone
4505,Just Go with It,2011,19,51,1,3,15,Danny Maccabee,847,111,Danny Maccabee,Devlin Adams
4506,Vuxna människor,1999,8,13,1,1,7,Frank Philgren,127,27,Frank Philgren,Nenne Philgren
4507,Beware of a Holy Whore,1971,8,12,1,1,7,"Jeff, Regisseur",68,14,"Sascha, Herstellungsleiter","Jeff, Regisseur"
4508,The Void,2016,9,16,1,3,8,Daniel Carter,197,64,Daniel Carter,Kim
4509,Pannaiyarum Padminiyum,2014,3,2,1,1,2,Peedai,7,4,Peedai,Suja
4510,Small Town Crime,2017,23,67,1,1,21,Mike Kendall,1067,150,Mike Kendall,Teddy Banks
4511,Redemption,2013,5,4,1,1,4,Joey Jones,31,13,Joey Jones,Damon
4512,Get Over It,2001,15,38,1,2,14,Berke Landers,401,58,Allison McAllister,Berke Landers
4513,Atragon,1963,3,3,1,3,2,Retired Admiral Kusumi,26,10,Retired Admiral Kusumi,Captain Hachiro Jinguji
4514,A Brilliant Young Mind,2014,15,52,1,6,14,Nathan Ellis,1084,154,Nathan Ellis,Julie Ellis
4515,Jenny's Wedding,2015,12,23,1,2,10,Anne,183,20,Frankie,Anne
4516,Spies Like Us,1985,12,17,1,0,5,Austin Millbarge,89,13,Austin Millbarge,Emmett Fitz-Hume
4517,Billy Madison,1995,20,44,1,1,19,Billy Madison,614,87,Billy Madison,Eric Gordon
4518,Taxi No 9211,2006,11,17,1,1,10,Jai S. Mittal,189,41,Jai S. Mittal,Arjun Bajaj
4519,Happy Tears,2009,10,14,1,2,7,Joe,142,40,Joe,Jackson
4520,Alien: Covenant,2017,10,25,1,4,9,David / Walter,332,51,David / Walter,Maggie Faris
4521,Xenia,2014,7,8,1,1,5,Vivi,33,5,Patty Pravo,Vivi
4522,The Lady,2011,13,21,1,2,12,Aung San Suu Kyi,183,45,Michael Aris,Aung San Suu Kyi
4523,Casa Grande,2014,8,13,1,1,7,Jean Cavalcanti,180,37,Jean Cavalcanti,Severino Marinho
4524,Supernova,2000,7,12,1,3,5,Nick Vanzant,86,20,Nick Vanzant,Karl Larson
4525,Monsters University,2013,13,26,1,1,12,"Michael ""Mike"" Wazowski",282,38,Don Carlton,"Michael ""Mike"" Wazowski"
4526,House Party,1990,5,5,1,2,3,Sidney,31,15,Sharane,Sidney
4527,An Autumn's Tale,1987,3,2,1,1,2,Jennifer,9,6,Jennifer,Anna Sherwood
4528,Deadgirl,2008,9,12,1,2,6,Rickie,225,61,Joann,Rickie
4529,The Restaurant,1966,3,2,1,1,2,Monsieur Septime,9,6,Monsieur Septime,Le baron
4530,Augustine,2012,3,2,1,1,2,Augustine,10,6,Bourneville,Augustine
4531,Spencer's Mountain,1963,10,16,1,1,9,Clay Spencer,184,37,Grandma Spencer,Clay Spencer
4532,Valerian and the City of a Thousand Planets,2017,20,38,1,1,16,Bubble / Boulan-Bathor / Valerian,639,210,Bubble / Boulan-Bathor / Valerian,Bubble
4533,Dr Giggles,1992,13,22,1,1,9,Jennifer Campbell,156,27,Jennifer Campbell,Max Anderson
4534,Samurai II: Duel at Ichijoji Temple,1955,13,31,1,2,12,Musashi Miyamoto,279,46,Musashi Miyamoto,Akemi
4535,Deathstalker II,1987,3,2,1,1,2,Reena the Seer / Princess Evie,8,5,Reena the Seer / Princess Evie,Deathstalker
4536,The Front Line,2011,7,14,1,6,6,Kim Soo-hyeok,110,26,Kang Eun-pyo,Kim Soo-hyeok
4537,Thirteen Days,2000,26,50,1,1,17,"Kenny O'Donnell, Jr.",297,19,"Kenny O'Donnell, Jr.",Adlai Stevenson
4538,Sweet Country,2017,11,23,1,4,8,Sam Kelly,354,92,Sam Kelly,Harry March
4539,Insidious: Chapter 3,2015,16,34,1,2,11,Elise Rainier,318,68,Elise Rainier,Quinn Brenner
4540,Anzio,1968,12,37,1,5,11,"Dick Ennis (war correspondent, International Press)",233,24,"Dick Ennis (war correspondent, International Press)",Cpl. Jack Rabinoff
4541,In Hell,2003,4,5,1,4,3,Kyle LeBlanc,23,7,Kyle LeBlanc,Billy Cooper
4542,Yo-Yo Girl Cop,2006,6,9,1,2,5,Saki Asamiya,75,20,Saki Asamiya,Jiro Kimura / 'Romeo'
4543,Beautiful Thing,1996,14,38,1,4,12,Jamie Gangel,524,61,Jamie Gangel,Leah Russell
4544,The Babymakers,2012,18,40,1,1,16,Tommy Macklin,566,71,Tommy Macklin,Audrey Macklin
4545,Burnt,2015,16,66,1,8,14,Adam Jones,920,86,Adam Jones,French Heavy #2
4546,Apartment Zero,1988,10,15,1,2,8,Jack Carney,136,37,Jack Carney,Adrian LeDuc
4547,Zebrahead,1992,12,22,1,2,9,Nikki,263,50,Nikki,Zack
4548,The Devil at 4 O'Clock,1961,10,22,1,4,7,Charlie,291,65,Father Matthew Doonan,Harry
4549,Mardi Gras: Spring Break,2011,13,24,1,0,7,Mike Morgan,354,53,Mike Morgan,Lucy Mills
4550,Veronica Guerin,2003,21,48,1,1,16,Veronica Guerin,351,27,Veronica Guerin,John Traynor
4551,Ju-on: The Beginning of the End,2014,8,10,1,1,7,Toshio Saeki,105,23,Kayako Saeki,Toshio Saeki
4552,Creep 2,2017,3,2,1,1,2,Sara,38,28,Sara,Aaron
4553,La Vie en Rose,2007,18,25,2,1,11,Edith Piaf (singing voice),166,21,Edith Piaf (singing voice),Marcel Cerdan
4554,The Smurfs 2,2013,19,62,1,5,17,Smurfette,793,52,Smurfette,Gargamel
4555,Shadow Conspiracy,1997,19,50,2,2,15,Bobby Bishop,797,132,Bobby Bishop,Man
4556,The Clearing,2004,8,8,1,1,6,Wayne Hayes,69,16,Eileen Hayes,Wayne Hayes
4557,The Angriest Man in Brooklyn,2014,9,17,1,4,7,Aaron Altmann,285,72,Henry Altmann,Dr. Sharon Gill
4558,Turn It Up,2000,6,9,1,4,4,Mr. White,130,52,Diamond,David 'Gage' Williams
4559,Star Trek,2009,24,110,1,6,19,George Kirk,1688,104,George Kirk,Spock
4560,The Wing or The Thigh?,1976,8,15,1,3,7,Le tailleur de Duchemin,310,68,Le tailleur de Duchemin,Jacques Tricatel
4561,In Search of the Castaways,1962,8,20,1,6,7,Mary Grant,471,69,Mary Grant,Robert Grant
4562,The Thrill of It All,1963,16,53,1,4,13,Andy Boyer,573,46,Dr. Gerald Boyer,Andy Boyer
4563,Ghosted,2009,6,8,1,3,5,Sophie Schmitt,57,12,Sophie Schmitt,Katrin Bendersen
4564,More Ants in the Pants,2002,3,3,1,3,2,Florian Thomas,54,36,Florian Thomas,Maja Paradis
4565,Early Man,2018,16,49,1,3,15,Dug,531,54,Dug,Lord Nooth
4566,Dragon Ball Z: The World's Strongest,1990,3,2,1,1,2,Goku,16,13,Son Goku / Son Gohan,Goku
4567,Sphere,1998,10,36,1,7,9,Dr. Norman Goodman,8423,1818,Dr. Norman Goodman,Dr. Elizabeth 'Beth' Halperin
4568,Gothic,1986,4,5,1,4,3,Mary Shelley,43,16,Mary Shelley,Shelley
4569,The Flock,2007,15,42,1,5,12,Harriet Wells,431,41,Glenn Custis,Harriet Wells
4570,Diary of a Wimpy Kid: Rodrick Rules,2011,25,102,1,4,20,Greg Heffley,1721,202,Greg Heffley,Young Rodrick
4571,Shine a Light,2008,5,7,1,3,4,Himself - The Rolling Stones: bass guitar,51,13,Keith Richards,Himself - The Rolling Stones: bass guitar
4572,Barbarella,1968,5,7,1,4,4,Professor Ping,59,13,Barbarella,Sogo Citizen
4573,Anything for Her,2008,3,3,1,3,2,Julien Auclert,15,7,Oscar,Lisa Auclert
4574,Aarzoo,1999,4,6,1,4,3,Amar,219,94,Amar,Pooja Nath
4575,Blue Chips,1994,21,67,1,4,15,Butch McRae,989,89,Butch McRae,Neon
4576,Gandhi,1982,23,45,1,1,22,Manilal Gandhi,297,30,Manilal Gandhi,Mohammad Ali Jinnah
4577,The Liberator,2013,7,8,1,1,6,Simon Bolivar,44,11,Fernando,Simon Bolivar
4578,5 Days of War,2011,9,15,1,2,7,Thomas Anders,126,20,Thomas Anders,Tatia Meddevi
4579,Dread,2009,10,17,1,3,7,Abby,196,39,Quaid,Cheryl Fromm
4580,Unfriended,2014,9,28,1,8,8,Adam,3466,389,Jess Felton,Ken Smith
4581,The Nativity Story,2006,10,22,1,2,8,Joseph,208,66,Mary,Joseph
4582,A Chinese Ghost Story II,1990,6,9,1,4,4,Moon Fu Yuet Chi,139,47,Moon Fu Yuet Chi,Elder Chu
4583,A Doll's House,1973,5,10,1,5,4,Nora Helmer,114,20,Torvald Helmer,Kristine Linde
4584,Whatever Lola Wants,2007,9,13,1,2,8,Lola,167,51,Lola,Zack
4585,The Barefoot Contessa,1954,14,40,1,5,12,Maria Vargas,1289,208,Maria Vargas,Harry Dawes
4586,The Last Showing,2014,7,15,1,6,6,Stuart,441,103,Martin,Allie
4587,Seven Psychopaths,2012,14,45,1,4,13,Marty Faranan,943,205,Marty Faranan,Billy Bickle
4588,Inglourious Basterds,2009,31,93,1,0,18,"SS Colonel Hans ""The Jew Hunter"" Landa",674,27,"SS Colonel Hans ""The Jew Hunter"" Landa","First Lieutenant Aldo ""The Apache"" Raine"
4589,The Sweet Life,2016,3,2,1,1,2,Lolita Nowicki,7,4,Lolita Nowicki,Kenny Pantalio
4590,In Dubious Battle,2016,18,67,1,5,15,Mac McLeod,1394,226,Jim Nolan,Mac McLeod
4591,5 Fingers,1952,7,15,1,5,6,Countess Anna Staviska,152,28,Countess Anna Staviska,Count Franz Von Papen
4592,VIPs,2010,15,33,1,3,10,Sandra,243,26,Sandra,Renato Jacks
4593,Frequently Asked Questions About Time Travel,2009,5,7,1,3,4,Ray,231,119,Ray,Pete
4594,Warm Bodies,2013,10,16,1,2,8,Julie Grigio,150,25,Julie Grigio,Perry (6 years old)
4595,Hitting the Apex,2015,9,36,1,9,8,Dani Pedrosa,2870,305,Marc Marquez,Jose Manuel Lorenzo
4596,Blue Jasmine,2013,18,64,1,4,15,Ginger,1469,218,Ginger,Jasmine Francis
4597,Gettin' Square,2003,25,78,1,2,18,Johnny Francis 'Spit' Spitieri,677,39,Barry 'Wattsy' Wirth,Johnny Francis 'Spit' Spitieri
4598,The Saratov Approach,2013,5,7,1,3,4,Lee Propst,65,16,Lee Propst,Mr. Tuttle
4599,War Bride,2001,9,22,1,4,8,Lily,198,28,Charlie,Lindy
4600,Shaft's Big Score!,1972,11,26,1,3,10,Johnny Kelly,253,39,John Shaft,Johnny Kelly
4601,Nosferatu,1922,5,4,1,1,3,Knocks Angestellter Hutter,16,7,Knocks Angestellter Hutter,Ellen - seine Frau
4602,The French Detective,1975,8,13,1,2,6,Marie Portor,98,37,Marie Portor,Pierre Lardatte
4603,Insurgent,2015,18,37,1,1,16,"Beatrice ""Tris"" Prior",395,56,"Beatrice ""Tris"" Prior",Jeanine Matthews
4604,Flash Point,2007,7,10,1,2,6,Wilson,80,19,Madam Ma,Inspector Wong
4605,Jay and Silent Bob Strike Back,2001,22,82,1,3,19,Silent Bob,979,176,Jay,Silent Bob
4606,Bite the Bullet,1975,5,3,2,0,2,Luke Matthews,9,3,Jack Parker,Steve
4607,The Heroes of Telemark,1965,8,11,1,1,5,Knut Strand,97,32,Dr. Rolf Pedersen,Anna Pedersen
4608,High Anxiety,1977,20,64,1,4,19,Dr. Richard H. Thorndyke,1986,243,Dr. Richard H. Thorndyke,Dr. Charles Montague
4609,The Hamiltons,2006,10,24,1,5,8,Darlene Hamilton,429,48,David Hamilton,Francis Hamilton
4610,Mr Pip,2012,20,42,1,1,16,Matilda Naimo,417,38,Matilda Naimo,Pip
4611,West Side Story,1961,16,37,1,2,11,Maria,639,107,Maria,Tony
4612,Born Romantic,2000,4,2,2,0,1,Eddie,10,7,Eddie,Barney
4613,Shoot 'Em Up,2007,9,28,1,8,8,Smith,559,81,Baby Oliver,Smith
4614,Nanga Parbat,2010,9,16,1,3,8,Karl Maria Herrligkoffer,198,29,Reinhold Messner jung,Günther Messner jung
4615,Picture Perfect,1997,11,37,1,7,10,Nick,687,121,Nick,Kate Mosley
4616,Firehouse Dog,2007,19,52,1,4,14,Connor Fahey,739,78,Shane Fahey,Rexxx / Dewey the Dog
4617,Total Chaos,2014,6,7,1,2,4,Asha,134,91,Asha,Aman
4618,Vaterfreuden,2014,14,31,1,2,11,Felix,258,49,Maren,Felix
4619,Eden Lake,2008,8,13,1,1,6,Steve,128,25,Steve,Jon
4620,The Mask of Dimitrios,1944,11,29,1,5,9,Dimitrios Makropoulos,887,332,Dimitrios Makropoulos,Cornelius Leyden
4621,The Hallelujah Trail,1965,16,45,1,3,13,Cora Templeton Massingale,736,107,Cora Templeton Massingale,Frank Wallingham
4622,Christiane F,1981,7,5,2,0,3,Klaus,22,6,Axel,Detlev
4623,Drowning Mona,2000,19,67,1,4,16,Bobby,691,64,Jeff Dearly,Bobby
4624,Above Us the Waves,1955,8,14,1,1,6,Lieutenant Alec Duffy,76,14,Captain of the Tirpitz,Commandant Fraser
4625,The Dust Factory,2004,4,3,1,1,3,Ryan Flynn,28,20,Melanie Lewis,Ryan Flynn
4626,Heaven & Earth,1993,14,25,1,1,12,Steve Butler,217,28,Steve Butler,Le Ly
4627,Blood Runs Cold,2011,4,4,1,3,3,Winona,31,11,Winona,Carl
4628,Norman,2010,8,9,2,1,5,Young Norman,113,66,Young Norman,James
4629,Cats & Dogs: The Revenge of Kitty Galore,2010,23,63,1,3,18,Diggs,1354,155,Diggs,Kitty Galore
4630,Thief of Hearts,1984,4,4,1,3,3,Ray Davis,25,9,Scott Muller,Ray Davis
4631,Tiger House,2015,4,3,1,2,2,Mark,9,3,Mark,Callum
4632,Eight Legged Freaks,2002,10,23,1,4,8,Bret,108,12,Wade,Chris McCormick
4633,Murder on a Sunday Morning,2001,6,10,1,4,5,Brenton Butler,168,55,Brenton Butler,Michael Glover
4634,Pulse,2001,5,4,1,1,3,Harue Karasawa,23,8,Harue Karasawa,Toshio Yabe
4635,The Woman in Black 2: Angel of Death,2014,17,69,1,6,16,Eve Parkins,1920,176,Eve Parkins,Jean Hogg
4636,Twice-Told Tales,1963,9,23,1,6,7,Beatrice Rappaccini,338,53,Giovanni Guasconti,Beatrice Rappaccini
4637,Revenge of the Green Dragons,2014,21,58,1,1,14,Paul Wong,458,40,Paul Wong,Steven
4638,Knightriders,1981,13,22,1,1,12,Morgan,151,16,Steve,Morgan
4639,Bottle Shock,2008,18,47,1,1,14,Bo Barrett,410,46,Bo Barrett,Upscale Man
4640,Chained,2012,7,8,1,0,3,Bob,61,25,Angie,Older Rabbit
4641,Neon Genesis Evangelion: The End of Evangelion,1997,6,7,1,2,4,Asuka Langley Sôryû,29,9,Shinji Ikari,Asuka Langley Sôryû
4642,Beer for My Horses,2008,28,109,1,2,25,Joe Bill 'Rack' Racklin,1521,144,Lonnie Luther Feldman,Joe Bill 'Rack' Racklin
4643,Of Mice and Men,1992,10,19,1,3,8,Lennie Small,441,132,Lennie Small,George Milton
4644,Bad Johnson,2014,5,4,2,0,2,Emily,36,17,Emily,Rich Johnson
4645,Diary of a Wimpy Kid: Dog Days,2012,26,102,1,3,21,Greg Heffley,1160,85,Greg Heffley,Rowley Jefferson
4646,Java Heat,2013,13,16,1,1,10,Jake Travers,83,12,Jake Travers,Sultana
4647,Sex Ed,2014,11,13,1,1,7,Ed Cole,104,26,Ed Cole,Leon
4648,Gunfight at the OK Corral,1957,18,112,1,13,17,Dr. John 'Doc' Holliday,2121,197,Dr. John 'Doc' Holliday,Marshal Wyatt Earp
4649,Happy New Year,2014,14,51,1,6,13,Charlie,2078,346,Charlie,Tammy Irani
4650,The Kid Stays in the Picture,2002,35,102,1,1,23,Josh Evans,994,47,Josh Evans,Charlie Bluhdorn
4651,Divergent,2014,25,133,1,9,20,"Beatrice ""Tris"" Prior",1749,93,Bullied Abnegation Boy,Factionless Girl
4652,Panic Button,2011,8,14,1,2,6,Dave,113,28,Max,Dave
4653,The Edukators,2004,3,2,1,1,2,Jule,10,7,Peter,Jule
4654,Grizzly,1976,10,10,1,1,8,Michael Kelly: Park Ranger,93,28,Michael Kelly: Park Ranger,Ranger Tom
4655,Charly,1968,4,4,1,3,3,Dr. Richard Nemur,25,9,Bert,Charlie Gordon
4656,Secuestro express,2005,3,2,1,1,2,Marcelo,7,4,Marcelo,Niga Sibilino
4657,Hyena Road,2015,14,31,1,4,11,BDK Bashir Daoud Khan,368,44,BDK Bashir Daoud Khan,Walid
4658,Witness,1985,16,50,1,4,14,Det. Capt. John Book,622,53,Samuel Lapp,Det. Capt. John Book
4659,The Song,2014,12,27,1,4,8,Teen Jed,299,46,Teen Jed,Rose Jordan King
4660,Brother's Keeper,1992,14,29,1,2,13,Delbert Ward,618,121,Delbert Ward,Roscoe Ward
4661,Highway,2014,3,2,1,1,2,Veera Tripathi,9,6,Mahabir Bhati,Veera Tripathi
4662,Abraham Lincoln: Vampire Hunter,2012,14,38,1,3,12,Abraham Lincoln,626,115,Abraham Lincoln,Mary Todd Lincoln
4663,MaratSade,1967,5,6,1,2,4,Jean-Paul Marat,62,31,Jean-Paul Marat,Charlotte Corday
4664,The War at Home,1996,9,15,1,2,8,Jeremy Collier,340,88,Jeremy Collier,Karen Collier
4665,Kevin Hart: What Now?,2016,5,5,1,1,4,Kevin Hart,96,36,Kevin Hart,Halle Berry
4666,Pet Sematary,1989,12,32,1,4,10,Louis Creed,545,76,Louis Creed,Gage Creed
4667,Her Minor Thing,2005,12,18,1,2,9,Jeana,132,33,Jeana,Tom
4668,The Long Good Friday,1980,16,31,1,0,8,Charlie,245,26,Harris,Colin
4669,21 Grams,2003,17,42,1,2,12,Cristina Peck,385,34,Paul Rivers,Cristina Peck
4670,Ground Control,1998,12,19,1,2,8,Jack Harris,132,19,Jack Harris,T.C. Bryant
4671,Space Chimps,2008,11,31,1,6,10,Luna,409,83,Luna,Ham III
4672,The Confirmation,2016,15,31,1,2,11,Walt,413,49,Anthony,Walt
4673,The Campaign,2012,33,154,1,4,30,Martin Sylvester 'Marty' Huggins,3191,281,Martin Sylvester 'Marty' Huggins,Rep. Camden 'Cam' Brady
4674,December Boys,2007,17,75,1,8,15,Misty,1717,197,Sparks,Spit
4675,The Misfortunates,2009,8,18,1,4,7,Marcel 'Celle' Strobbe,188,20,Marcel 'Celle' Strobbe,Gunther Strobbe
4676,My Sex Life or How I Got Into an Argument,1996,9,24,1,7,7,Paul Dedalus,919,179,Paul Dedalus,Nathan
4677,Sex and Lucía,2001,7,14,1,4,6,Lorenzo,99,18,Carlos/Antonio,Lucía
4678,The Life and Death of a Porno Gang,2009,9,10,2,1,5,Marko,93,40,Cane,Sofija
4679,Mr Popper's Penguins,2011,23,54,1,2,22,Janie Popper,920,166,Janie Popper,Billy
4680,In the Blood,2014,11,15,1,2,7,Manny,321,70,Derek Grant,Manny
4681,Cinderella Liberty,1973,10,21,1,3,8,Maggie Paul,331,62,Maggie Paul,John Baggs Jr.
4682,TRON: Legacy,2010,16,58,1,6,13,7 Year Old Sam Flynn,1110,133,7 Year Old Sam Flynn,Kevin Flynn / Clu
4683,Baron Blood,1972,10,25,1,6,9,Peter Kleist,485,117,Eva Arnold,Peter Kleist
4684,We Bought a Zoo,2011,16,55,1,6,14,Benjamin Mee,634,40,Benjamin Mee,Rosie Mee
4685,Inside Daisy Clover,1965,10,26,1,5,9,Daisy Clover,608,79,Daisy Clover,Raymond Swan
4686,The Earrings of Madame De,1953,3,2,1,1,2,Baron Fabrizio Donati,8,5,Baron Fabrizio Donati,Monsieur de Bernac
4687,Divided We Fall,2000,6,11,1,5,5,Josef Cízek,196,37,Marie Cizková,David Wiener
4688,Disobedience,2017,18,51,1,2,15,Rabbi Dovid Kuperman,679,90,Ronit Krushka,Rabbi Dovid Kuperman
4689,Roman Polanski: Wanted and Desired,2008,22,43,1,1,20,Roman Polanski,854,135,Roman Polanski,Douglas Dalton
4690,Weekend at Bernie's II,1993,5,7,1,4,4,Bernie Lomax,44,11,Bernie Lomax,Larry Wilson
4691,Smoke,1995,10,11,1,1,8,Augustus 'Auggie' Wren,107,32,Paul Benjamin,Thomas 'Rashid' Cole
4692,River's Edge,1986,16,57,1,6,12,Matt,1004,107,Samson 'John' Tollet,Layne
4693,Ghostbusters,1984,16,25,1,1,11,Dr. Peter Venkman,279,90,Dr. Egon Spengler,Dr. Peter Venkman
4694,Hanussen,1988,7,8,1,1,4,Klaus Schneider / Eric Jan Hanussen,39,6,Klaus Schneider / Eric Jan Hanussen,Captain Tibor Nowotny
4695,Asterix and the Vikings,2006,7,13,1,5,5,Obelix,98,22,Obelix,Asterix
4696,Block-Heads,1938,4,2,2,0,1,Stan,42,36,Mrs. Hardy,Mr. Gilbert
4697,Cradle 2 the Grave,2003,15,45,1,4,10,Anthony Fait,382,29,Anthony Fait,Su
4698,The Color Purple,1985,22,100,1,6,21,Young Celie Harris,2393,295,Young Celie Harris,Shug Avery
4699,Night Falls on Manhattan,1996,16,38,1,3,14,Liam Casey,317,31,Jordan Washington,Liam Casey
4700,And God Created Woman,1956,6,7,1,2,5,Juliette Hardy,46,10,Eric Carradine,Juliette Hardy
4701,Disorderlies,1987,8,16,1,3,7,Albert Dennison,187,38,Albert Dennison,Winslow Lowry
4702,Where the Money Is,2000,5,7,1,4,4,Carol,54,17,Wayne,Carol
4703,Story of a Prostitute,1965,8,8,1,1,7,Shinkichi Mikami,79,49,Shinkichi Mikami,Harumi
4704,Dog Bite Dog,2006,4,4,1,3,3,Insp. 'Fat' Lam,16,7,Wai,Insp. 'Fat' Lam
4705,Trespass,1992,15,58,1,8,12,Vince,438,32,Don,Bradlee
4706,Hey Arnold! The Movie,2002,12,23,1,2,9,Arnold,153,18,Arnold,Scheck
4707,Young Winston,1972,25,51,1,2,23,Lady Randolph Churchill,502,91,Winston,Lady Randolph Churchill
4708,The Dark Half,1993,17,40,1,2,14,Thad Beaumont / George Stark,687,145,Thad Beaumont / George Stark,Young Thad Beaumont
4709,Straw Dogs,1971,14,67,1,10,13,Amy Sumner,1889,166,Amy Sumner,David Sumner
4710,Next,2007,4,5,1,4,3,Cris Johnson / Frank Cadillac,34,12,Cris Johnson / Frank Cadillac,Special Agent Callie Ferris
4711,Throne of Blood,1957,4,6,1,4,3,Miki party member,88,53,Miki party member,Guard killed by Washizu
4712,Ashby,2015,10,17,1,2,9,Ed Wallis,208,68,Ed Wallis,Ashby Holt
4713,Harley Davidson and the Marlboro Man,1991,11,17,1,2,8,Harley Davidson,248,67,Harley Davidson,Jack Daniels
4714,Crazy People,1990,10,14,1,1,8,Kathy Burgess,53,6,Kathy Burgess,Dr. Koch
4715,Colossal,2016,5,7,1,2,4,Oscar,99,30,Oscar,Gloria
4716,Stonewall,1995,3,2,1,1,2,Plainclothes Cop,6,3,Male Draft Officer,Plainclothes Cop
4717,Happy Hunting,2017,4,3,1,1,3,Steve Patterson,10,4,Steve Patterson,Bob
4718,West of Memphis,2012,46,313,1,4,41,Damien Wayne Echols,4541,170,Damien Wayne Echols,Jessie Misskelley
4719,An Englishman in New York,2009,7,7,1,1,5,Quentin Crisp,86,43,Phillip Steele,Quentin Crisp
4720,Atrocious,2010,5,6,1,2,4,Cristian,33,12,Cristian,Carlos
4721,Black Mask,1996,7,7,1,0,3,Tsui Chik/Black Mask,55,15,Tsui Chik/Black Mask,Inspector Rock Shek Wai-Ho
4722,Young@Heart,2007,20,56,1,2,18,Stephen Walker,1194,239,Stephen Walker,Bob Cilman
4723,A Difficult Life,1961,4,4,1,3,3,Elena Pavinato,161,116,Silvio Magnozzi,Elena Pavinato
4724,Made in Dagenham,2010,25,114,1,5,23,Rita O'Grady,1482,69,Connie,Rita O'Grady
4725,King Uncle,1993,9,23,1,6,8,Munna,236,32,Munna,Ashok
4726,Molly's Game,2017,28,68,1,1,25,Molly Bloom,804,135,Harlan Eustice,Bad Brad
4727,They Were Expendable,1945,11,21,1,2,9,Lt. (J.G.) 'Rusty' Ryan,117,14,Lt. Sandy Davyss,Lt. (J.G.) 'Rusty' Ryan
4728,Pretty Woman,1990,28,96,1,3,25,Edward Lewis,1394,165,Vivian Ward,Edward Lewis
4729,Once Upon a Time in Shanghai,2014,12,13,2,1,7,Long Qi,120,28,Long Qi,Ma Yongzhen
4730,Bogus,1996,8,9,1,1,5,Albert Franklin,56,10,Monsieur Antoine,Mrs. Partridge
4731,Remember the Daze,2007,20,39,2,0,11,Eddie,301,25,Eddie,Dylan
4732,Only the Strong,1993,8,20,1,5,7,Eddie,143,16,Louis Stevens,Eddie
4733,Eating Out: All You Can Eat,2009,12,44,1,7,11,Casey,9358,1766,Zack,Casey
4734,The Battle of Algiers,1966,3,2,1,1,2,Ali La Pointe,11,6,Ali La Pointe,Petit Omar
4735,The Boston Strangler,1968,31,82,1,2,26,Mary Bottomly,881,165,Albert DeSalvo,Mary Bottomly
4736,The World Made Straight,2015,10,30,1,7,9,Travis,721,96,Travis,Leonard
4737,Punchline,1988,23,48,1,2,19,Lilah Krytsick,385,75,Lilah Krytsick,Steven Gold
4738,Sleight,2016,11,23,1,3,9,Bo,239,41,Bo,Holly
4739,"Next Stop, Greenwich Village",1976,17,56,1,2,15,Larry Lapinsky,1005,92,Connie,Anita Cunningham
4740,Black Sunday,1960,5,7,1,4,4,Katia Vajda / Princess Asa Vajda,53,11,Dr. Thomas Kruvajan,Katia Vajda / Princess Asa Vajda
4741,Harold and Maude,1971,7,6,1,1,4,"Dame Marjorie ""Maude"" Chardin",40,15,"Dame Marjorie ""Maude"" Chardin",Uncle Victor
4742,The Great White Hype,1996,13,31,1,3,11,Terry Conklin,328,52,Terry Conklin,James 'The Grim Reaper' Roper
4743,Bachelor Party,1984,20,43,1,2,15,Rick Gassko,500,146,Rick Gassko,Debbie Thompson
4744,The Golden Compass,2007,15,30,1,2,9,Marisa Coulter,268,28,Lord Asriel,Billy Costa
4745,Trouble in Paradise,1932,5,10,1,5,4,Madame Mariette Colet,144,30,Madame Mariette Colet,François Filiba
4746,Qwerty,2012,18,37,1,2,15,Marty,510,90,Zoe,Dirk
4747,Latter Days,2003,7,9,1,1,4,Julie Taylor,43,11,Julie Taylor,Andrew
4748,Magic Magic,2013,5,9,1,5,4,Alicia,584,349,Alicia,Brink
4749,Spice World,1997,15,19,2,1,10,Clifford,106,17,Nicola,Clifford
4750,The Body,2012,16,41,1,1,15,Mayka Villaverde,346,41,Carla Miller,Mayka Villaverde
4751,Becoming Warren Buffett,2017,4,6,1,4,3,Warren Buffett,182,53,Warren Buffett,Warren Buffet 9 Year Old Friend
4752,Monsters: Dark Continent,2014,8,12,1,1,7,Frankie Maguire,108,25,Frankie Maguire,Noah Frater
4753,Innerspace,1987,13,20,1,1,11,Jack Putter,274,53,Jack Putter,Lydia Maxwell
4754,Fireflies in the Garden,2008,10,24,1,4,9,Michael Waechter,299,42,Michael Waechter,Christopher Lawrence
4755,100 metros,2016,6,7,1,2,5,Ramón,48,16,Ramón,Manolo
4756,The House of Mirth,2000,19,54,1,3,18,Lily Bart,932,97,Lily Bart,Grace Julia Stepney
4757,Dead Meat,2004,6,7,1,2,4,Francie,38,10,Francie,Lisa
4758,All for the Winner,1990,9,24,1,7,8,Yee Mong,245,32,Wong Hung Kwong,Yee Mong
4759,House of Dark Shadows,1970,13,66,1,12,12,Barnabas Collins,3058,226,Willie Loomis,Maggie Evans
4760,I Am David,2003,8,8,1,1,6,David,66,32,David,Maria
