,Title,Budget,Revenue,Rating
4948,Lost Boys: The Tribe (Vide,"$4,200,000 (estimated)",,4.5
4949,"The Adventures of Jimmy Neutron, Boy Genius (TV Series 200",,,6.7
4950,It's a Disaster,"$500,000 (estimated)","$60,818",6.4
4951,Scare Campaign,,"$116,023",5.9
4952,Bridge to Terabithia,"$17,000,000 (estimated)","$137,587,063",7.2
4953,Japanese Story,"$5,740,000 (estimated)","$4,098,613",6.8
4954,Weekend at Bernie's,,"$30,218,387",6.4
4955,Imperium,,"$282,817",6.5
4956,The Greatest Game Ever Played,"$26,000,000 (estimated)","$15,431,177",7.4
4957,Bound,"$4,500,000 (estimated)","$3,802,260",7.3
4958,Cinema Paradiso,"$5,000,000 (estimated)","$13,020,497",8.5
4959,The Flame and the Arrow,"$1,600,000 (estimated)","$6,713",6.8
4960,Urban Legend,"$14,000,000 (estimated)","$72,527,595",5.6
4961,Vampyros Lesbos,,,5.4
4962,Blame It on Rio,,"$18,644,570",5.8
4963,Antboy,,"$1,994,944",5.2
4964,Breaking In (TV Series 201,,,7.1
4965,Only the Lonely,,"$25,092,802",6.3
4966,Physical Evidence,"$17,000,000 (estimated)","$3,560,932",5.1
4967,Voyage to the Bottom of the Sea (TV Series 196,,,7.2
4968,The Taking of Pelham One Two Three,"$5,000,000 (estimated)",$357,7.6
4969,We Won't Grow Old Together,,"$14,104",7.2
4970,The Last Temptation of Christ,"$7,000,000 (estimated)","$8,866,022",7.5
4971,Virtual Sexuality,,"$74,007",5.1
4972,Hitman's Wife's Bodyguard,"$70,000,000 (estimated)","$70,094,113",6.1
4973,Playmate Playback (TV Series 201,,,6.4
4974,A Patch of Blue,"$800,000 (estimated)",$56,8.0
4975,Now Showing (TV Series ,,,
4976,Survival of the Dead,"$4,000,000 (estimated)","$386,078",4.8
4977,Ernest Goes to Jail,"$9,000,000 (estimated)","$25,029,569",5.4
4978,Like Stars on Earth,,"$21,897,373",8.3
4979,New in Town,"$8,000,000 (estimated)","$29,010,817",5.7
4980,"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside (TV Series 202",,,6.7
4981,Mata Hari,,,4.0
4982,Packed to the Rafters (TV Series 200,,,7.5
4983,Girlfight,"$1,000,000 (estimated)","$1,666,028",6.7
4984,North by Northwest,"$3,101,000 (estimated)","$150,007",8.3
4985,Babe: Pig in the City,"$90,000,000 (estimated)","$69,131,860",5.8
4986,Messenger of Death,,"$3,074,681",5.4
4987,Terminator Salvation,"$200,000,000 (estimated)","$371,353,001",6.5
4988,Kabhi Khushi Kabhie Gham...,"$7,500,000 (estimated)","$11,336,308",7.4
4989,Black's Game,,"$621,740",6.7
4990,The Little World of Don Camillo,,,7.6
4991,Peppa Pig (TV Series ,,,6.3
4992,A Good Year,"$35,000,000 (estimated)","$42,269,923",6.9
4993,The Wind Rises,"$30,000,000 (estimated)","$136,864,780",7.8
4994,Lisa Frankenstein,"$13,000,000 (estimated)","$9,927,714",6.1
4995,White Lightning,,,6.4
4996,Rabbit Hole (TV Serie,,,7.4
4997,Star Wars: Episode I - The Phantom Menace,"$115,000,000 (estimated)","$1,027,083,462",6.5
4998,In a Better World,"$5,500,000 (estimated)","$13,004,504",7.6
4999,Scooby-Doo,"$84,000,000 (estimated)","$275,679,958",5.3
5000,Normal Adolescent Behavior,,,5.1
5001,Conquest of Space,,,5.6
5002,Scream Blacula Scream,,,5.6
5003,Straight Time,"$4,000,000 (estimated)","$9,900,000",7.4
5004,Village of the Damned,"$22,000,000 (estimated)","$9,418,365",5.6
5005,13 Ghosts,,,6.0
5006,The Guest,"$5,000,000 (estimated)","$2,700,051",6.7
5007,The Black Swan,,,6.7
5008,Love Me or Leave Me,"$2,760,000 (estimated)",$193,7.1
5009,Love Hurts,"$1,200,000 (estimated)",,3.4
5010,Every Secret Thing,,"$124,733",6.1
5011,The People Vs. Fritz Bauer,,"$3,083,973",7.1
5012,Kaala Paani (TV Series ,,,8.0
5013,The Woman in Black 2: Angel of Death,"$15,000,000 (estimated)","$48,854,305",4.8
5014,Grace and Frankie (TV Series 201,,,8.2
5015,Bunny Lake Is Missing,,,7.3
5016,Away We Go,"$17,000,000 (estimated)","$15,779,455",7.0
5017,The Girl Next Door,"$25,000,000 (estimated)","$30,381,722",6.7
5018,St Trinian's 2: The Legend of Fritton's Gold,"$9,000,000 (estimated)","$11,198,830",5.3
5019,If Lucy Fell,"$5,000,000 (estimated)","$2,420,162",4.9
5020,Milenge Milenge,,"$229,104",4.0
5021,Unlocked: A Jail Experiment (TV Series ,,,7.1
5022,Come Live with Me,,,7.0
5023,House Party 2,"$5,000,000 (estimated)","$19,438,638",5.3
5024,Singham Again,,,
5025,Cría Cuervos,,"$13,029",7.9
5026,2009: Lost Memories,"$7,000,000 (estimated)","$12,049,825",6.1
5027,The 7th Voyage of Sinbad,"$650,000 (estimated)",,7.0
5028,Sabata,,,6.7
5029,Journey to the West: Conquering the Demons,,"$205,637,183",6.7
5030,Snake Eyes,"$88,000,000 (estimated)","$40,064,325",5.4
5031,Force 10 from Navarone,"$5,000,000 (estimated)","$7,230,000",6.4
5032,The House by the Cemetery,,$462,6.1
5033,"Sorry, Wrong Number",,"$1,838",7.3
5034,Alexander,"$155,000,000 (estimated)","$167,298,192",5.6
5035,Support the Girls,,"$139,550",6.4
5036,The Disaster Artist,"$10,000,000 (estimated)","$29,820,616",7.3
5037,Tamara Drewe,"£8,000,000 (estimated)","$12,037,973",6.2
5038,Creepy,,"$5,054,326",6.4
5039,"To Sir, with Love","$640,000 (estimated)",$642,7.6
5040,King of Thorn,,,6.3
5041,"Confess, Fletch","$20,000,000 (estimated)","$656,613",6.5
5042,Baywatch (TV Series 198,,,5.4
5043,The Running Man,"$27,000,000 (estimated)","$38,122,105",6.6
5044,The Black Dahlia,"$50,000,000 (estimated)","$49,332,692",5.6
5045,Pretty Baby,,"$5,786,368",6.5
5046,Imaginary Crimes,,"$89,611",6.4
5047,The Perks of Being a Wallflower,"$13,000,000 (estimated)","$33,384,127",7.9
5048,The Machine Girl,,,5.9
5049,Noises Off...,"$12,000,000 (estimated)","$2,280,148",7.4
5050,Ronaldo,,,6.3
5051,Frances Ha,,"$9,019,618",7.4
5052,Dragon Hunters,"€11,000,000 (estimated)","$12,389,088",6.5
5053,Freedom Writers,"$21,000,000 (estimated)","$43,095,175",7.6
5054,A Babysitter's Guide to Monster Hunting,,,5.4
5055,Vis a vis (TV Series 201,,,8.1
5056,Children of Heaven,"$180,000 (estimated)","$933,933",8.2
5057,Idiocracy,"$2,400,000 (estimated)","$495,652",6.5
5058,The 4th Man,,,7.2
5059,Under the Hawthorn Tree,,"$23,004,431",7.1
5060,Friday the 13th Part VIII: Jason Takes Manhattan,"$5,000,000 (estimated)","$14,343,976",4.5
5061,Blackmail,,$160,6.9
5062,Aloft,"$8,000,000 (estimated)","$270,971",5.3
5063,Boyhood,"$4,000,000 (estimated)","$48,137,666",7.9
5064,Secretary,"$4,000,000 (estimated)","$9,304,609",6.9
5065,Mah nakorn,"THB 60,000,000 (estimated)","$100,267",7.3
5066,Red Rock West,"$8,000,000 (estimated)","$2,502,551",7.0
5067,Blackboard Jungle,"$1,168,000 (estimated)",,7.4
5068,Satisfaction (TV Series 200,,,7.3
5069,Don't Look Under the Bed (TV Movi,,,6.6
5070,MI-5 (TV Series 200,,,8.3
5071,A Stolen Life,,,7.2
5072,The Guilt Trip,"$40,000,000 (estimated)","$41,863,726",5.8
5073,Triumph of the Will,"DEM 280,000 (estimated)",,7.1
5074,Eve of Destruction,"$13,000,000 (estimated)","$5,451,119",5.0
5075,The Lark Farm,"€10,000,000 (estimated)","$1,563,640",6.5
5076,A Touch of Class,,,6.5
5077,The Meaning of Life,"$9,000,000 (estimated)","$14,949,697",7.5
5078,A Bad Moms Christmas,"$28,000,000 (estimated)","$130,560,428",5.6
5079,The Italian Job,"$60,000,000 (estimated)","$176,070,171",7.0
5080,She's Out of My League,"$20,000,000 (estimated)","$49,779,728",6.4
5081,Inescapable,,,4.1
5082,Pulp Fiction,"$8,000,000 (estimated)","$213,928,762",8.9
5083,Apt Pupil,"$14,000,000 (estimated)","$8,863,193",6.7
5084,Sweeney Todd: The Demon Barber of Fleet Street,"$50,000,000 (estimated)","$153,383,627",7.3
5085,Fitoor,"$9,000,000 (estimated)","$3,454,709",5.4
5086,Yossi & Jagger,,"$351,707",7.1
5087,Gone in 60 Seconds,"$90,000,000 (estimated)","$237,202,299",6.5
5088,The Monster Squad,"$12,000,000 (estimated)","$3,770,258",6.9
5089,Beyond the Trek,"$1,000,000 (estimated)",,4.2
5090,Blue Velvet,"$6,000,000 (estimated)","$8,636,706",7.7
5091,Payback,"$90,000,000 (estimated)","$161,626,121",7.1
5092,The Devil's Brigade,,,6.7
5093,Overboard,"$22,000,000 (estimated)","$26,713,187",6.9
5094,The Wind that Shakes the Barley,,"$22,903,165",7.5
5095,It's Always Sunny in Philadelphia (TV Series ,,,8.8
5096,Hey Ram,,"$274,675",7.9
5097,Merrill's Marauders,"$1,000,000 (estimated)",,6.6
5098,The Mechanic,"$40,000,000 (estimated)","$76,130,093",6.5
5099,White Chicks,"$37,000,000 (estimated)","$113,100,873",5.8
5100,Erin Brockovich,"$52,000,000 (estimated)","$256,271,286",7.4
5101,Vampire Hunter D: Bloodlust,,"$151,086",7.6
5102,American Pie 2,"$30,000,000 (estimated)","$287,553,595",6.4
5103,The Pumpkin Eater,,,7.2
5104,Serpico,"$3,000,000 (estimated)","$29,857,918",7.7
5105,First Reformed,"$3,500,000 (estimated)","$3,862,498",7.1
5106,The Curse of the Mummy's Tomb,,,5.6
5107,Bait,"A$30,000,000 (estimated)","$33,492,566",5.2
5108,American Conspiracy: The Octopus Murders (TV Serie,,,6.7
5109,Lake of the Dead,,,6.8
5110,Black Robe,"A$11,000,000 (estimated)","$8,211,952",7.1
5111,"LSD 2: Love, Sex Aur Dhokha 2",,,7.2
5112,Civic Duty,"$3,400,000 (estimated)","$108,187",6.2
5113,Epic Movie,"$20,000,000 (estimated)","$87,238,158",2.4
5114,The Good Wife (TV Series 200,,,8.4
5115,Captain Kronos: Vampire Hunter,"£160,000 (estimated)",,6.4
5116,Classe Tous Risques,,"$131,371",7.5
5117,Suicide Kings,"$5,000,000 (estimated)","$1,740,156",6.9
5118,Boogeyman 2,"$4,500,000 (estimated)","$1,798,418",5.0
5119,Marked for Death,"$12,000,000 (estimated)","$57,968,936",5.9
5120,Revenge: A Love Story,,"$105,638",6.7
5121,Jet Boy,"CA$1,400,000 (estimated)",,7.1
5122,Monk Comes Down the Mountain,,"$64,455,686",5.5
5123,Ride Lonesome,,,7.1
5124,Action Point,"$19,000,000 (estimated)","$5,103,663",5.1
5125,Monga,,"$4,244,379",6.9
5126,The St. Valentine's Day Massacre,"$1,000,000 (estimated)",,6.6
5127,Holy Camp!,"€2,710,388 (estimated)","$3,185,945",6.2
5128,Our Music,,"$293,681",6.8
5129,Escobar: Paradise Lost,"$17,000,000 (estimated)","$6,760,531",6.5
5130,Nuns on the Run,,"$10,959,015",6.0
5131,Captain America: The Winter Soldier,"$170,000,000 (estimated)","$714,421,503",7.7
5132,Looker,"$8,000,000 (estimated)",,6.1
5133,Born to Dance,,"$941,774",6.7
5134,Sliding Doors,"$6,000,000 (estimated)","$11,841,544",6.7
5135,The Counterfeit Traitor,,,7.5
5136,Nowhere in Africa,"€7,000,000 (estimated)","$24,322,180",7.5
5137,G-Force,"$150,000,000 (estimated)","$292,817,898",5.1
5138,The Elusive Summer of '68,,,8.5
5139,Passenger (TV Series ,,,5.6
5140,The Whip and the Body,"$66,500 (estimated)",,6.6
5141,Get Real (TV Series 199,,,7.4
5142,Freetown,,"$401,328",4.7
5143,Young Einstein,,"$11,536,599",5.2
5144,My Darling Clementine,"$2,000,000 (estimated)","$15,293",7.7
5145,Murder by Death,,"$38,200",7.3
5146,A Handful of Dust,,"$1,560,700",6.6
5147,Body Double,"$10,000,000 (estimated)","$8,803,163",6.8
5148,Foxcatcher,"$24,000,000 (estimated)","$19,206,513",7.0
5149,Scene of the Crime,,,6.4
5150,"Paris, I Love You","$13,000,000 (estimated)","$17,489,601",7.2
5151,Who Am I,,"$7,700,259",7.4
5152,The Pest,"$8,000,000 (estimated)","$3,600,616",4.8
5153,Octopussy,"$27,500,000 (estimated)","$67,917,359",6.5
5154,What Maisie Knew,"$6,000,000 (estimated)","$2,711,379",7.4
5155,The Endurance,,"$2,453,083",7.8
5156,Invisible Target,,"$6,599,143",6.7
5157,Beneath Still Waters,,"$18,001",3.8
5158,Harlem Nights,"$30,000,000 (estimated)","$60,864,870",6.1
5159,Bereavement,"$3,600,000 (estimated)","$43,712",5.0
5160,Top Five,"$12,000,000 (estimated)","$26,117,471",6.4
5161,Starter for 10,,"$1,736,394",6.7
5162,Shaadi Mein Zaroor Aana,,"$97,154",7.5
5163,Dragon Ball Z: Bojack Unbound,,"$18,435,583",7.1
5164,The Matrix Revolutions,"$150,000,000 (estimated)","$427,344,325",6.7
5165,Toc Toc,"€3,550,000 (estimated)","$7,158,925",6.8
5166,Dil Dosti Dilemma (TV Series ,,,7.4
5167,Man on the Moon,"$82,000,000 (estimated)","$47,434,430",7.4
5168,Mr. Magorium's Wonder Emporium,"$65,000,000 (estimated)","$69,474,661",6.2
5169,A Lonely Place to Die,"$4,000,000 (estimated)","$442,550",6.2
5170,Bheja Fry 2,,,4.7
5171,Hatari!,,"$9,276",7.1
5172,The Secret World of Alex Mack (TV Series 199,,,7.5
5173,The Stanford Prison Experiment,,"$663,114",6.8
5174,The Duchess,"£13,500,000 (estimated)","$43,343,384",6.9
5175,Father Brown (TV Series ,,,7.8
5176,Fame,,"$21,203,004",6.6
5177,Snow Cake,"€3,000,000 (estimated)","$1,384,105",7.4
5178,Quiz Show,"$31,000,000 (estimated)","$24,822,619",7.5
5179,Ali: Fear Eats the Soul,"DEM 260,000 (estimated)","$16,243",8.0
5180,House of Sand and Fog,"$16,500,000 (estimated)","$16,763,804",7.5
5181,The Lego Batman Movie,"$80,000,000 (estimated)","$312,336,671",7.3
5182,Hot Bubblegum,,,5.7
5183,Phantom Thread,"$35,000,000 (estimated)","$48,707,766",7.4
5184,EuroTrip,"$25,000,000 (estimated)","$22,605,153",6.6
5185,Palmetto,,"$5,878,911",6.1
5186,Cold Skin,"€8,500,000 (estimated)","$737,478",6.0
5187,10 Rules for Sleeping Around,"$2,500,000 (estimated)",,3.6
5188,Nothing in Return,,"$633,906",6.5
5189,The Place Promised in Our Early Days,,"$44,483",6.9
5190,The Foster Boy,,,7.4
5191,The Immigrant,"$16,000,000 (estimated)","$5,952,884",6.6
5192,Shirley Valentine,,"$6,056,912",7.2
5193,The Silent Partner,"CA$2,500,000 (estimated)",,7.4
5194,The Entity,"$9,000,000 (estimated)","$13,277,558",6.7
5195,20 Feet from Stardom,"$1,000,000 (estimated)","$5,839,368",7.4
5196,The Mercy,"$18,000,000 (estimated)","$4,536,348",6.0
5197,The Graduate,"$3,000,000 (estimated)","$105,015,318",8.0
5198,Muppets Most Wanted,"$50,000,000 (estimated)","$80,383,113",6.4
5199,Everyone Says I Love You,"$20,000,000 (estimated)","$9,759,200",6.7
5200,Norm of the North,"$7,000,000 (estimated)","$30,734,502",3.4
5201,The Boat That Rocked,"$50,000,000 (estimated)","$36,352,467",7.3
5202,Incendies,"$6,800,000 (estimated)","$6,797,861",8.3
5203,The Last Remake of Beau Geste,"$6,000,000 (estimated)",,6.0
5204,My Alpha King Call Boy (TV Mini Serie,,,8.2
5205,Vibes,"$18,000,000 (estimated)","$1,883,811",5.7
5206,U-571,"$62,000,000 (estimated)","$127,666,415",6.6
5207,Dodgeball: A True Underdog Story,"$20,000,000 (estimated)","$168,423,227",6.7
5208,The Voyeurs,,,6.1
5209,Duck Duck Goose,,"$19,836,499",5.7
5210,Away from Her,"CA$4,000,000 (estimated)","$9,194,283",7.5
5211,Forty Guns,"$300,000 (estimated)","$6,344",7.0
5212,The Princess Diaries 2: Royal Engagement,"$40,000,000 (estimated)","$134,734,481",5.8
5213,Into the Blue,"$50,000,000 (estimated)","$46,117,696",5.9
5214,Extortion,,"$8,617",6.2
5215,Dark Woods (TV Mini Series ,,,7.4
5216,Living It Up,,,6.5
5217,Love Lies Bleeding,,"$8,770,948",7.1
5218,Battle for Sevastopol,"$5,000,000 (estimated)","$9,104,504",7.0
5219,Rocky II,"$7,000,000 (estimated)","$85,187,855",7.3
5220,The Ladykillers,"$35,000,000 (estimated)","$76,666,133",6.2
5221,Earthquake,"$7,000,000 (estimated)","$79,666,653",5.9
5222,The Brothers Solomon,"$10,000,000 (estimated)","$1,035,056",5.3
5223,The Miracle Club,"€8,900,000 (estimated)","$7,257,112",6.4
5224,The Great Indian Kapil Show (TV Series ,,,7.3
5225,Kahaani 2,,"$5,092,550",6.6
5226,Gunless,"CA$10,000,000 (estimated)",,6.4
5227,Jane Wants a Boyfriend,,,6.7
5228,"I Love You, Man","$40,000,000 (estimated)","$91,980,359",7.0
5229,Darkest Hour,"$30,000,000 (estimated)","$150,847,274",7.4
5230,Unforgivable Blackness: The Rise and Fall of Jack Johnson,,,8.3
5231,Only Yesterday,,"$546,233",7.6
5232,Evangelion: 1.0 You Are (Not) Alone,,"$16,476,703",7.5
5233,Harry Potter and the Deathly Hallows: Part 1,"$125,000,000 (estimated)","$960,898,367",7.7
5234,Silence 2: The Night Owl Bar Shootout,,,6.3
5235,Ushpizin,,"$1,565,016",7.3
5236,Return to Snowy River,,"$13,687,144",6.6
5237,Tarzan's New York Adventure,,"$5,927,420",6.5
5238,Sgt. Pepper's Lonely Hearts Club Band,"$18,000,000 (estimated)","$20,378,470",4.2
5239,The Haunting of Whaley House,"$115,000 (estimated)",,3.8
5240,Angrej,"₹40,000,000 (estimated)","$545,580",8.5
5241,Operation Avalanche,"$1,250,000 (estimated)","$31,585",6.1
5242,The Girl by the Lake,"€2,460,000 (estimated)","$4,927,268",6.5
5243,March or Die,"$9,000,000 (estimated)","$1,000,000",6.3
5244,Miracle on 34th Street,,"$46,264,384",6.6
5245,Anger Management,"$75,000,000 (estimated)","$195,745,823",6.2
5246,Jungle 2 Jungle,"$32,000,000 (estimated)","$59,927,618",5.2
5247,Invasion of the Saucer Men,,,5.3
5248,Flight of the Navigator,"$9,000,000 (estimated)","$18,564,613",6.9
5249,Pirates of the Caribbean: Dead Men Tell No Tales,"$230,000,000 (estimated)","$795,922,298",6.5
5250,Capture the Flag,"€12,500,000 (estimated)","$24,604,331",5.8
5251,Alien Trespass,,"$104,526",5.7
5252,Casi divas,,"$3,739,748",6.1
5253,Paths of Glory,"$935,000 (estimated)","$5,477",8.4
5254,The Iceman,"$10,000,000 (estimated)","$4,552,970",6.8
5255,The Best of Me,"$26,000,000 (estimated)","$38,609,668",6.7
5256,Bitch Slap,,"$439,587",4.5
5257,Bang Gang: A Modern Love Story,,"$136,891",5.5
5258,Sword of the Beast,,,7.5
5259,Jumping the Broom,"$6,600,000 (estimated)","$38,158,601",5.7
5260,Two Worlds,"€18,000,000 (estimated)","$9,139,095",5.6
5261,Cherry Tree Lane,,,4.9
5262,Midnight Mass (TV Mini Serie,,,7.7
5263,Goliyon Ki Raasleela Ram Leela,,"$4,840,849",6.4
5264,Mark of the Vampire,"$305,177 (estimated)",,6.2
5265,Andaz Apna Apna,,,8.0
5266,Tokyo Fiancée,,"$167,230",6.4
5267,Dostana,"$5,000,000 (estimated)","$17,779,520",6.4
5268,The Time of Their Lives,"$830,000 (estimated)",,7.5
5269,Future by Design,"$250,000 (estimated)",,7.8
5270,Bullets or Ballots,,"$8,605",7.0
5271,Django Unchained,"$100,000,000 (estimated)","$426,076,293",8.5
5272,L.A. Takedown (TV Movi,,,6.0
5273,Offspring (TV Series 201,,,8.3
5274,Career Girls,,"$2,416,734",7.1
5275,Quarantine,"$12,000,000 (estimated)","$41,319,906",6.0
5276,My Brilliant Friend (TV Series ,,,8.6
5277,SUGA: Agust D Tour 'D-DAY' the Movie,,"$6,014,116",8.3
5278,20th Century Girl,,,7.3
5279,Non-Stop,"$50,000,000 (estimated)","$222,809,600",6.9
5280,Mademoiselle Chambon,"€3,900,000 (estimated)","$5,511,371",6.9
5281,London Dreams,"₹200,000,000 (estimated)","$618,067",5.4
5282,"The Program: Cons, Cults, and Kidnapping (TV Mini Serie",,,7.5
5283,Color of Night,"$40,000,000 (estimated)","$19,726,050",5.2
5284,Kiss Me Again,"$1,400,000 (estimated)",,4.9
5285,The Extra Man,"$7,000,000 (estimated)","$649,626",5.8
5286,Batman vs Teenage Mutant Ninja Turtles (Vide,,,7.1
5287,The Longest Yard,"$82,000,000 (estimated)","$191,466,556",6.4
5288,Return of the Living Dead: Necropolis,"$6,000,000 (estimated)",,3.3
5289,Banana Fish (TV Serie,,,8.2
5290,The Long Riders,"$10,000,000 (estimated)","$15,795,189",6.9
5291,The Good Guys (TV Serie,,,8.1
5292,Fun with Dick and Jane,"$100,000,000 (estimated)","$204,681,899",6.2
5293,The Desert Fox: The Story of Rommel,,,6.9
5294,USS Indianapolis: Men of Courage,"$40,000,000 (estimated)","$2,158,568",5.3
5295,Doctor Dolittle,"$71,500,000 (estimated)","$294,456,605",5.4
5296,That Awkward Moment,"$8,000,000 (estimated)","$45,640,143",6.1
5297,Night of the Living Deb,"$20,000,000 (estimated)",,5.6
5298,Pan's Labyrinth,"$19,000,000 (estimated)","$83,863,565",8.2
5299,The Neon Demon,"$7,000,000 (estimated)","$3,073,700",6.1
5300,Accused (TV Series ,,,7.0
5301,The List of Adrian Messenger,"$3,000,000 (estimated)",,6.8
5302,Priest of Evil,"€1,775,330 (estimated)","$965,827",5.8
5303,Stalingrad,"DEM 20,000,000 (estimated)","$152,972",7.5
5304,Friday the 13th: The New Blood,"$2,800,000 (estimated)","$19,170,001",5.2
5305,Dirty Dancing: Havana Nights,"$25,000,000 (estimated)","$27,685,016",5.9
5306,Ju Dou,,"$1,986,433",7.6
5307,The Master of Ballantrae,,,6.4
5308,The Skin I Live In,"€10,002,914 (estimated)","$33,716,389",7.6
5309,Harry Potter and the Deathly Hallows: Part 2,"$125,000,000 (estimated)","$1,356,962,211",8.1
5310,The Crush,"$6,000,000 (estimated)","$13,609,396",5.8
5311,Tulip Fever,"$25,000,000 (estimated)","$9,204,549",6.2
5312,Gueros,,"$102,354",7.5
5313,Greedy,,,
5314,Takva,,"$2,040,826",7.4
5315,Fire Birds,"$22,000,000 (estimated)","$14,760,451",4.7
5316,Tri plyus dva,,,7.4
5317,The Public Woman,,,6.4
5318,"Bright Lights, Big City","$25,000,000 (estimated)","$16,118,077",5.7
5319,Mardaani 2,"$2,800,000 (estimated)","$8,680,109",7.3
5320,"Yours, Mine and Ours","$2,500,000 (estimated)",,7.1
5321,Born to Be Blue,"$6,500,000 (estimated)","$1,553,337",6.8
5322,Yes Man,"$70,000,000 (estimated)","$223,241,637",6.8
5323,"The Adventures of Priscilla, Queen of the Desert",,"$11,270,701",7.5
5324,Smokey and the Bandit II,,"$66,132,626",5.3
5325,Freakonomics,"$2,900,000 (estimated)","$122,216",6.3
5326,Mafioso,,"$400,019",7.6
5327,7 Kocali Hürmüz,"TRL 2,000,000 (estimated)","$2,163,156",6.3
5328,Sylvia,"£7,000,000 (estimated)","$2,917,393",6.3
5329,Dakota Skye,"$150,000 (estimated)",,6.4
5330,The Lincoln Lawyer (TV Series ,,,7.7
5331,The Tin Drum,,"$7,159",7.5
5332,All the King's Men,"$55,000,000 (estimated)","$9,451,623",6.1
5333,Bigga Than Ben,,"$508,673",6.2
5334,The Devil's Disciple,"$1,500,000 (estimated)",,6.9
5335,Prison on Fire II,,,6.7
5336,Kingsman: The Secret Service,"$81,000,000 (estimated)","$414,351,546",7.7
5337,ATL,"$20,000,000 (estimated)","$21,170,563",6.1
5338,Five Times Two,"€5,250,784 (estimated)","$7,444,906",6.6
5339,The Left Handed Gun,"$700,000 (estimated)","$5,066",6.4
5340,Wrong Is Right,"$10,000,000 (estimated)","$3,583,513",5.7
